Year,Units,Subject,Sex,Special educational needs,Free school meals,Ethnicity,Ethnic group,Region,Local Authority,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2016/17,Attainment at age 11,Maths,,,,White,Gypsy / Roma,,,Percentage (%),Units,Undefined,,31.0
2016/17,Attainment at age 11,Maths,,,,White,Any other white background,,,Percentage (%),Units,Undefined,,74.0
2017/18,Attainment at age 11,Maths,,,,White,White British,,,Percentage (%),Units,Undefined,,75.0
2017/18,Attainment at age 11,Maths,,,,White,Irish,,,Percentage (%),Units,Undefined,,78.0
2017/18,Attainment at age 11,Maths,,,,White,Traveller of Irish heritage,,,Percentage (%),Units,Undefined,,33.0
2017/18,Attainment at age 11,Maths,,,,White,Gypsy / Roma,,,Percentage (%),Units,Undefined,,30.0
2017/18,Attainment at age 11,Maths,,,,White,Any other white background,,,Percentage (%),Units,Undefined,,76.0
2018/19,Attainment at age 11,Maths,,,,White,White British,,,Percentage (%),Units,Undefined,,78.0
2018/19,Attainment at age 11,Maths,,,,White,Irish,,,Percentage (%),Units,Undefined,,82.0
2018/19,Attainment at age 11,Maths,,,,White,Traveller of Irish heritage,,,Percentage (%),Units,Undefined,,40.0
2018/19,Attainment at age 11,Maths,,,,White,Gypsy / Roma,,,Percentage (%),Units,Undefined,,34.0
2018/19,Attainment at age 11,Maths,,,,White,Any other white background,,,Percentage (%),Units,Undefined,,80.0
2015/16,Attainment at age 11,Reading,,,,Mixed,White and black Caribbean,,,Percentage (%),Units,Undefined,,63.0
2015/16,Attainment at age 11,Reading,,,,Mixed,White and black African,,,Percentage (%),Units,Undefined,,67.0
2015/16,Attainment at age 11,Reading,,,,Mixed,White and Asian,,,Percentage (%),Units,Undefined,,74.0
2015/16,Attainment at age 11,Reading,,,,Mixed,Any other mixed background,,,Percentage (%),Units,Undefined,,70.0
2016/17,Attainment at age 11,Reading,,,,Mixed,White and black Caribbean,,,Percentage (%),Units,Undefined,,69.0
2016/17,Attainment at age 11,Reading,,,,Mixed,White and black African,,,Percentage (%),Units,Undefined,,73.0
2016/17,Attainment at age 11,Reading,,,,Mixed,White and Asian,,,Percentage (%),Units,Undefined,,78.0
2016/17,Attainment at age 11,Reading,,,,Mixed,Any other mixed background,,,Percentage (%),Units,Undefined,,74.0
2017/18,Attainment at age 11,Reading,,,,Mixed,White and black Caribbean,,,Percentage (%),Units,Undefined,,72.0
2017/18,Attainment at age 11,Reading,,,,Mixed,White and black African,,,Percentage (%),Units,Undefined,,77.0
2017/18,Attainment at age 11,Reading,,,,Mixed,White and Asian,,,Percentage (%),Units,Undefined,,81.0
2017/18,Attainment at age 11,Reading,,,,Mixed,Any other mixed background,,,Percentage (%),Units,Undefined,,79.0
2018/19,Attainment at age 11,Reading,,,,Mixed,White and black Caribbean,,,Percentage (%),Units,Undefined,,70.0
2018/19,Attainment at age 11,Reading,,,,Mixed,White and black African,,,Percentage (%),Units,Undefined,,76.0
2018/19,Attainment at age 11,Reading,,,,Mixed,White and Asian,,,Percentage (%),Units,Undefined,,80.0
2018/19,Attainment at age 11,Reading,,,,Mixed,Any other mixed background,,,Percentage (%),Units,Undefined,,76.0
2015/16,Attainment at age 11,Maths,,,,Mixed,White and black Caribbean,,,Percentage (%),Units,Undefined,,63.0
2015/16,Attainment at age 11,Maths,,,,Mixed,White and black African,,,Percentage (%),Units,Undefined,,69.0
2015/16,Attainment at age 11,Maths,,,,Mixed,White and Asian,,,Percentage (%),Units,Undefined,,78.0
2015/16,Attainment at age 11,Maths,,,,Mixed,Any other mixed background,,,Percentage (%),Units,Undefined,,72.0
2016/17,Attainment at age 11,Maths,,,,Mixed,White and black Caribbean,,,Percentage (%),Units,Undefined,,68.0
2016/17,Attainment at age 11,Maths,,,,Mixed,White and black African,,,Percentage (%),Units,Undefined,,75.0
2016/17,Attainment at age 11,Maths,,,,Mixed,White and Asian,,,Percentage (%),Units,Undefined,,81.0
2016/17,Attainment at age 11,Maths,,,,Mixed,Any other mixed background,,,Percentage (%),Units,Undefined,,77.0
2017/18,Attainment at age 11,Maths,,,,Mixed,White and black Caribbean,,,Percentage (%),Units,Undefined,,67.0
2017/18,Attainment at age 11,Maths,,,,Mixed,White and black African,,,Percentage (%),Units,Undefined,,76.0
2017/18,Attainment at age 11,Maths,,,,Mixed,White and Asian,,,Percentage (%),Units,Undefined,,81.0
2017/18,Attainment at age 11,Maths,,,,Mixed,Any other mixed background,,,Percentage (%),Units,Undefined,,78.0
2018/19,Attainment at age 11,Maths,,,,Mixed,White and black Caribbean,,,Percentage (%),Units,Undefined,,72.0
2018/19,Attainment at age 11,Maths,,,,Mixed,White and black African,,,Percentage (%),Units,Undefined,,78.0
2018/19,Attainment at age 11,Maths,,,,Mixed,White and Asian,,,Percentage (%),Units,Undefined,,84.0
2018/19,Attainment at age 11,Maths,,,,Mixed,Any other mixed background,,,Percentage (%),Units,Undefined,,80.0
2015/16,Attainment at age 11,Reading,,,,Asian,Indian,,,Percentage (%),Units,Undefined,,71.0
2015/16,Attainment at age 11,Reading,,,,Asian,Pakistani,,,Percentage (%),Units,Undefined,,56.0
2015/16,Attainment at age 11,Reading,,,,Asian,Bangladeshi,,,Percentage (%),Units,Undefined,,64.0
2015/16,Attainment at age 11,Reading,,,,Asian,Any other Asian background,,,Percentage (%),Units,Undefined,,67.0
2016/17,Attainment at age 11,Reading,,,,Asian,Indian,,,Percentage (%),Units,Undefined,,76.0
2016/17,Attainment at age 11,Reading,,,,Asian,Pakistani,,,Percentage (%),Units,Undefined,,63.0
2016/17,Attainment at age 11,Reading,,,,Asian,Bangladeshi,,,Percentage (%),Units,Undefined,,71.0
2016/17,Attainment at age 11,Reading,,,,Asian,Any other Asian background,,,Percentage (%),Units,Undefined,,73.0
2017/18,Attainment at age 11,Reading,,,,Asian,Indian,,,Percentage (%),Units,Undefined,,81.0
2017/18,Attainment at age 11,Reading,,,,Asian,Pakistani,,,Percentage (%),Units,Undefined,,70.0
2017/18,Attainment at age 11,Reading,,,,Asian,Bangladeshi,,,Percentage (%),Units,Undefined,,76.0
2017/18,Attainment at age 11,Reading,,,,Asian,Any other Asian background,,,Percentage (%),Units,Undefined,,78.0
2018/19,Attainment at age 11,Reading,,,,Asian,Indian,,,Percentage (%),Units,Undefined,,80.0
2018/19,Attainment at age 11,Reading,,,,Asian,Pakistani,,,Percentage (%),Units,Undefined,,69.0
2018/19,Attainment at age 11,Reading,,,,Asian,Bangladeshi,,,Percentage (%),Units,Undefined,,75.0
2018/19,Attainment at age 11,Reading,,,,Asian,Any other Asian background,,,Percentage (%),Units,Undefined,,76.0
2015/16,Attainment at age 11,Maths,,,,Asian,Indian,,,Percentage (%),Units,Undefined,,85.0
2015/16,Attainment at age 11,Maths,,,,Asian,Pakistani,,,Percentage (%),Units,Undefined,,73.0
2015/16,Attainment at age 11,Maths,,,,Asian,Bangladeshi,,,Percentage (%),Units,Undefined,,81.0
2015/16,Attainment at age 11,Maths,,,,Asian,Any other Asian background,,,Percentage (%),Units,Undefined,,82.0
2016/17,Attainment at age 11,Maths,,,,Asian,Indian,,,Percentage (%),Units,Undefined,,86.0
2016/17,Attainment at age 11,Maths,,,,Asian,Pakistani,,,Percentage (%),Units,Undefined,,74.0
2016/17,Attainment at age 11,Maths,,,,Asian,Bangladeshi,,,Percentage (%),Units,Undefined,,80.0
2016/17,Attainment at age 11,Maths,,,,Asian,Any other Asian background,,,Percentage (%),Units,Undefined,,84.0
2017/18,Attainment at age 11,Maths,,,,Asian,Indian,,,Percentage (%),Units,Undefined,,87.0
2017/18,Attainment at age 11,Maths,,,,Asian,Pakistani,,,Percentage (%),Units,Undefined,,75.0
2017/18,Attainment at age 11,Maths,,,,Asian,Bangladeshi,,,Percentage (%),Units,Undefined,,81.0
2017/18,Attainment at age 11,Maths,,,,Asian,Any other Asian background,,,Percentage (%),Units,Undefined,,85.0
2018/19,Attainment at age 11,Maths,,,,Asian,Indian,,,Percentage (%),Units,Undefined,,89.0
2018/19,Attainment at age 11,Maths,,,,Asian,Pakistani,,,Percentage (%),Units,Undefined,,79.0
2018/19,Attainment at age 11,Maths,,,,Asian,Bangladeshi,,,Percentage (%),Units,Undefined,,84.0
2018/19,Attainment at age 11,Maths,,,,Asian,Any other Asian background,,,Percentage (%),Units,Undefined,,87.0
2015/16,Attainment at age 11,Reading,,,,Black,Black Caribbean,,,Percentage (%),Units,Undefined,,58.0
2015/16,Attainment at age 11,Reading,,,,Black,Black African,,,Percentage (%),Units,Undefined,,64.0
2015/16,Attainment at age 11,Reading,,,,Black,Any other black background,,,Percentage (%),Units,Undefined,,60.0
2016/17,Attainment at age 11,Reading,,,,Black,Black Caribbean,,,Percentage (%),Units,Undefined,,66.0
2016/17,Attainment at age 11,Reading,,,,Black,Black African,,,Percentage (%),Units,Undefined,,71.0
2016/17,Attainment at age 11,Reading,,,,Black,Any other black background,,,Percentage (%),Units,Undefined,,67.0
2017/18,Attainment at age 11,Reading,,,,Black,Black Caribbean,,,Percentage (%),Units,Undefined,,70.0
2017/18,Attainment at age 11,Reading,,,,Black,Black African,,,Percentage (%),Units,Undefined,,75.0
2017/18,Attainment at age 11,Reading,,,,Black,Any other black background,,,Percentage (%),Units,Undefined,,72.0
2018/19,Attainment at age 11,Reading,,,,Black,Black Caribbean,,,Percentage (%),Units,Undefined,,67.0
2018/19,Attainment at age 11,Reading,,,,Black,Black African,,,Percentage (%),Units,Undefined,,74.0
2018/19,Attainment at age 11,Reading,,,,Black,Any other black background,,,Percentage (%),Units,Undefined,,70.0
2015/16,Attainment at age 11,Maths,,,,Black,Black Caribbean,,,Percentage (%),Units,Undefined,,67.0
2015/16,Attainment at age 11,Maths,,,,Black,Black African,,,Percentage (%),Units,Undefined,,78.0
2015/16,Attainment at age 11,Maths,,,,Black,Any other black background,,,Percentage (%),Units,Undefined,,72.0
2016/17,Attainment at age 11,Maths,,,,Black,Black Caribbean,,,Percentage (%),Units,Undefined,,67.0
2016/17,Attainment at age 11,Maths,,,,Black,Black African,,,Percentage (%),Units,Undefined,,77.0
2016/17,Attainment at age 11,Maths,,,,Black,Any other black background,,,Percentage (%),Units,Undefined,,71.0
2017/18,Attainment at age 11,Maths,,,,Black,Black Caribbean,,,Percentage (%),Units,Undefined,,66.0
2017/18,Attainment at age 11,Maths,,,,Black,Black African,,,Percentage (%),Units,Undefined,,78.0
2017/18,Attainment at age 11,Maths,,,,Black,Any other black background,,,Percentage (%),Units,Undefined,,72.0
2018/19,Attainment at age 11,Maths,,,,Black,Black Caribbean,,,Percentage (%),Units,Undefined,,70.0
2018/19,Attainment at age 11,Maths,,,,Black,Black African,,,Percentage (%),Units,Undefined,,81.0
2018/19,Attainment at age 11,Maths,,,,Black,Any other black background,,,Percentage (%),Units,Undefined,,74.0
2015/16,Attainment at age 11,Reading,,,,,,North East,County Durham,Percentage (%),Units,Undefined,E06000047,70.0
2015/16,Attainment at age 11,Reading,,,,,,North East,Darlington,Percentage (%),Units,Undefined,E06000005,69.0
2015/16,Attainment at age 11,Reading,,,,,,North East,Gateshead,Percentage (%),Units,Undefined,E08000037,72.0
2015/16,Attainment at age 11,Reading,,,,,,North East,Hartlepool,Percentage (%),Units,Undefined,E06000001,66.0
2015/16,Attainment at age 11,Reading,,,,,,North East,Middlesbrough,Percentage (%),Units,Undefined,E06000002,62.0
2015/16,Attainment at age 11,Reading,,,,,,North East,Newcastle upon Tyne,Percentage (%),Units,Undefined,E08000021,68.0
2015/16,Attainment at age 11,Reading,,,,,,North East,North Tyneside,Percentage (%),Units,Undefined,E08000022,70.0
2015/16,Attainment at age 11,Reading,,,,,,North East,Northumberland,Percentage (%),Units,Undefined,E06000057,67.0
2015/16,Attainment at age 11,Reading,,,,,,North East,Redcar and Cleveland,Percentage (%),Units,Undefined,E06000003,72.0
2015/16,Attainment at age 11,Reading,,,,,,North East,South Tyneside,Percentage (%),Units,Undefined,E08000023,68.0
2015/16,Attainment at age 11,Reading,,,,,,North East,Stockton-on-Tees,Percentage (%),Units,Undefined,E06000004,66.0
2015/16,Attainment at age 11,Reading,,,,,,North East,Sunderland,Percentage (%),Units,Undefined,E08000024,71.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Blackburn with Darwen,Percentage (%),Units,Undefined,E06000008,62.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Blackpool,Percentage (%),Units,Undefined,E06000009,61.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Bolton,Percentage (%),Units,Undefined,E08000001,65.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Bury,Percentage (%),Units,Undefined,E08000002,66.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Cheshire East,Percentage (%),Units,Undefined,E06000049,71.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Cheshire West and Chester,Percentage (%),Units,Undefined,E06000050,69.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Cumbria,Percentage (%),Units,Undefined,,68.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Halton,Percentage (%),Units,Undefined,E06000006,63.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Knowsley,Percentage (%),Units,Undefined,E08000011,62.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Lancashire,Percentage (%),Units,Undefined,,65.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Liverpool,Percentage (%),Units,Undefined,E08000012,61.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Manchester,Percentage (%),Units,Undefined,E08000003,63.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Oldham,Percentage (%),Units,Undefined,E08000004,59.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Rochdale,Percentage (%),Units,Undefined,E08000005,62.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Salford,Percentage (%),Units,Undefined,E08000006,66.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Sefton,Percentage (%),Units,Undefined,E08000014,70.0
2015/16,Attainment at age 11,Reading,,,,,,North West,St. Helens,Percentage (%),Units,Undefined,E08000013,65.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Stockport,Percentage (%),Units,Undefined,E08000007,69.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Tameside,Percentage (%),Units,Undefined,E08000008,68.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Trafford,Percentage (%),Units,Undefined,E08000009,77.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Warrington,Percentage (%),Units,Undefined,E06000007,71.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Wigan,Percentage (%),Units,Undefined,E08000010,69.0
2015/16,Attainment at age 11,Reading,,,,,,North West,Wirral,Percentage (%),Units,Undefined,E08000015,64.0
2015/16,Attainment at age 11,Reading,,,,,,Yorkshire and the Humber,Barnsley,Percentage (%),Units,Undefined,E08000016,62.0
2015/16,Attainment at age 11,Reading,,,,,,Yorkshire and the Humber,Bradford,Percentage (%),Units,Undefined,E08000032,57.0
2015/16,Attainment at age 11,Reading,,,,,,Yorkshire and the Humber,Calderdale,Percentage (%),Units,Undefined,E08000033,65.0
2015/16,Attainment at age 11,Reading,,,,,,Yorkshire and the Humber,Doncaster,Percentage (%),Units,Undefined,E08000017,56.0
2015/16,Attainment at age 11,Reading,,,,,,Yorkshire and the Humber,East Riding of Yorkshire,Percentage (%),Units,Undefined,E06000011,66.0
2015/16,Attainment at age 11,Reading,,,,,,Yorkshire and the Humber,"Kingston upon Hull, City of",Percentage (%),Units,Undefined,,64.0
2015/16,Attainment at age 11,Reading,,,,,,Yorkshire and the Humber,Kirklees,Percentage (%),Units,Undefined,E08000034,62.0
2015/16,Attainment at age 11,Reading,,,,,,Yorkshire and the Humber,Leeds,Percentage (%),Units,Undefined,E08000035,61.0
2015/16,Attainment at age 11,Reading,,,,,,Yorkshire and the Humber,North East Lincolnshire,Percentage (%),Units,Undefined,E06000012,59.0
2015/16,Attainment at age 11,Reading,,,,,,Yorkshire and the Humber,North Lincolnshire,Percentage (%),Units,Undefined,E06000013,57.0
2015/16,Attainment at age 11,Reading,,,,,,Yorkshire and the Humber,North Yorkshire,Percentage (%),Units,Undefined,,65.0
2015/16,Attainment at age 11,Reading,,,,,,Yorkshire and the Humber,Rotherham,Percentage (%),Units,Undefined,E08000018,64.0
2015/16,Attainment at age 11,Reading,,,,,,Yorkshire and the Humber,Sheffield,Percentage (%),Units,Undefined,E08000019,62.0
2015/16,Attainment at age 11,Reading,,,,,,Yorkshire and the Humber,Wakefield,Percentage (%),Units,Undefined,E08000036,61.0
2015/16,Attainment at age 11,Reading,,,,,,Yorkshire and the Humber,York,Percentage (%),Units,Undefined,E06000014,66.0
2015/16,Attainment at age 11,Reading,,,,,,East Midlands,Derby,Percentage (%),Units,Undefined,E06000015,61.0
2015/16,Attainment at age 11,Reading,,,,,,East Midlands,Derbyshire,Percentage (%),Units,Undefined,,66.0
2015/16,Attainment at age 11,Reading,,,,,,East Midlands,Leicester,Percentage (%),Units,Undefined,E06000016,59.0
2015/16,Attainment at age 11,Reading,,,,,,East Midlands,Leicestershire,Percentage (%),Units,Undefined,,65.0
2015/16,Attainment at age 11,Reading,,,,,,East Midlands,Lincolnshire,Percentage (%),Units,Undefined,,64.0
2015/16,Attainment at age 11,Reading,,,,,,East Midlands,Northamptonshire,Percentage (%),Units,Undefined,,63.0
2015/16,Attainment at age 11,Reading,,,,,,East Midlands,Nottingham,Percentage (%),Units,Undefined,E06000018,61.0
2015/16,Attainment at age 11,Reading,,,,,,East Midlands,Nottinghamshire,Percentage (%),Units,Undefined,,65.0
2015/16,Attainment at age 11,Reading,,,,,,East Midlands,Rutland,Percentage (%),Units,Undefined,E06000017,71.0
2015/16,Attainment at age 11,Reading,,,,,,West Midlands,Birmingham,Percentage (%),Units,Undefined,E08000025,59.0
2015/16,Attainment at age 11,Reading,,,,,,West Midlands,Coventry,Percentage (%),Units,Undefined,E08000026,61.0
2015/16,Attainment at age 11,Reading,,,,,,West Midlands,Dudley,Percentage (%),Units,Undefined,E08000027,62.0
2015/16,Attainment at age 11,Reading,,,,,,West Midlands,"Herefordshire, County of",Percentage (%),Units,Undefined,,68.0
2015/16,Attainment at age 11,Reading,,,,,,West Midlands,Sandwell,Percentage (%),Units,Undefined,E08000028,61.0
2015/16,Attainment at age 11,Reading,,,,,,West Midlands,Shropshire,Percentage (%),Units,Undefined,E06000051,68.0
2015/16,Attainment at age 11,Reading,,,,,,West Midlands,Solihull,Percentage (%),Units,Undefined,E08000029,70.0
2015/16,Attainment at age 11,Reading,,,,,,West Midlands,Staffordshire,Percentage (%),Units,Undefined,,67.0
2015/16,Attainment at age 11,Reading,,,,,,West Midlands,Stoke-on-Trent,Percentage (%),Units,Undefined,E06000021,59.0
2015/16,Attainment at age 11,Reading,,,,,,West Midlands,Telford and Wrekin,Percentage (%),Units,Undefined,E06000020,70.0
2015/16,Attainment at age 11,Reading,,,,,,West Midlands,Walsall,Percentage (%),Units,Undefined,E08000030,61.0
2015/16,Attainment at age 11,Reading,,,,,,West Midlands,Warwickshire,Percentage (%),Units,Undefined,,69.0
2015/16,Attainment at age 11,Reading,,,,,,West Midlands,Wolverhampton,Percentage (%),Units,Undefined,E08000031,65.0
2015/16,Attainment at age 11,Reading,,,,,,West Midlands,Worcestershire,Percentage (%),Units,Undefined,,64.0
2015/16,Attainment at age 11,Reading,,,,,,East of England,Bedford,Percentage (%),Units,Undefined,E06000055,59.0
2015/16,Attainment at age 11,Reading,,,,,,East of England,Cambridgeshire,Percentage (%),Units,Undefined,,66.0
2015/16,Attainment at age 11,Reading,,,,,,East of England,Central Bedfordshire,Percentage (%),Units,Undefined,E06000056,65.0
2015/16,Attainment at age 11,Reading,,,,,,East of England,Essex,Percentage (%),Units,Undefined,,67.0
2015/16,Attainment at age 11,Reading,,,,,,East of England,Hertfordshire,Percentage (%),Units,Undefined,,72.0
2015/16,Attainment at age 11,Reading,,,,,,East of England,Luton,Percentage (%),Units,Undefined,E06000032,56.0
2015/16,Attainment at age 11,Reading,,,,,,East of England,Norfolk,Percentage (%),Units,Undefined,,64.0
2015/16,Attainment at age 11,Reading,,,,,,East of England,Peterborough,Percentage (%),Units,Undefined,E06000031,55.0
2015/16,Attainment at age 11,Reading,,,,,,East of England,Southend-on-Sea,Percentage (%),Units,Undefined,E06000033,67.0
2015/16,Attainment at age 11,Reading,,,,,,East of England,Suffolk,Percentage (%),Units,Undefined,,63.0
2015/16,Attainment at age 11,Reading,,,,,,East of England,Thurrock,Percentage (%),Units,Undefined,E06000034,63.0
2015/16,Attainment at age 11,Reading,,,,,,London,Camden,Percentage (%),Units,Undefined,E09000007,72.0
2015/16,Attainment at age 11,Reading,,,,,,London,City of London7,Percentage (%),Units,Undefined,,93.0
2015/16,Attainment at age 11,Reading,,,,,,London,Hackney,Percentage (%),Units,Undefined,E09000012,71.0
2015/16,Attainment at age 11,Reading,,,,,,London,Hammersmith and Fulham,Percentage (%),Units,Undefined,E09000013,74.0
2015/16,Attainment at age 11,Reading,,,,,,London,Haringey,Percentage (%),Units,Undefined,E09000014,64.0
2015/16,Attainment at age 11,Reading,,,,,,London,Islington,Percentage (%),Units,Undefined,E09000019,68.0
2015/16,Attainment at age 11,Reading,,,,,,London,Kensington and Chelsea,Percentage (%),Units,Undefined,E09000020,79.0
2015/16,Attainment at age 11,Reading,,,,,,London,Lambeth,Percentage (%),Units,Undefined,E09000022,73.0
2015/16,Attainment at age 11,Reading,,,,,,London,Lewisham,Percentage (%),Units,Undefined,E09000023,67.0
2015/16,Attainment at age 11,Reading,,,,,,London,Newham,Percentage (%),Units,Undefined,E09000025,69.0
2015/16,Attainment at age 11,Reading,,,,,,London,Southwark,Percentage (%),Units,Undefined,E09000028,67.0
2015/16,Attainment at age 11,Reading,,,,,,London,Tower Hamlets,Percentage (%),Units,Undefined,E09000030,72.0
2015/16,Attainment at age 11,Reading,,,,,,London,Wandsworth,Percentage (%),Units,Undefined,E09000032,70.0
2015/16,Attainment at age 11,Reading,,,,,,London,Westminster,Percentage (%),Units,Undefined,E09000033,66.0
2015/16,Attainment at age 11,Reading,,,,,,London,Barking and Dagenham,Percentage (%),Units,Undefined,E09000002,65.0
2015/16,Attainment at age 11,Reading,,,,,,London,Barnet,Percentage (%),Units,Undefined,E09000003,73.0
2015/16,Attainment at age 11,Reading,,,,,,London,Bexley,Percentage (%),Units,Undefined,E09000004,70.0
2015/16,Attainment at age 11,Reading,,,,,,London,Brent,Percentage (%),Units,Undefined,E09000005,64.0
2015/16,Attainment at age 11,Reading,,,,,,London,Bromley,Percentage (%),Units,Undefined,E09000006,79.0
2015/16,Attainment at age 11,Reading,,,,,,London,Croydon,Percentage (%),Units,Undefined,E09000008,66.0
2015/16,Attainment at age 11,Reading,,,,,,London,Ealing,Percentage (%),Units,Undefined,E09000009,65.0
2015/16,Attainment at age 11,Reading,,,,,,London,Enfield,Percentage (%),Units,Undefined,E09000010,61.0
2015/16,Attainment at age 11,Reading,,,,,,London,Greenwich,Percentage (%),Units,Undefined,E09000011,73.0
2015/16,Attainment at age 11,Reading,,,,,,London,Harrow,Percentage (%),Units,Undefined,E09000015,72.0
2015/16,Attainment at age 11,Reading,,,,,,London,Havering,Percentage (%),Units,Undefined,E09000016,73.0
2015/16,Attainment at age 11,Reading,,,,,,London,Hillingdon,Percentage (%),Units,Undefined,E09000017,70.0
2015/16,Attainment at age 11,Reading,,,,,,London,Hounslow,Percentage (%),Units,Undefined,E09000018,67.0
2015/16,Attainment at age 11,Reading,,,,,,London,Kingston upon Thames,Percentage (%),Units,Undefined,E09000021,75.0
2015/16,Attainment at age 11,Reading,,,,,,London,Merton,Percentage (%),Units,Undefined,E09000024,70.0
2015/16,Attainment at age 11,Reading,,,,,,London,Redbridge,Percentage (%),Units,Undefined,E09000026,68.0
2015/16,Attainment at age 11,Reading,,,,,,London,Richmond upon Thames,Percentage (%),Units,Undefined,E09000027,81.0
2015/16,Attainment at age 11,Reading,,,,,,London,Sutton,Percentage (%),Units,Undefined,E09000029,74.0
2015/16,Attainment at age 11,Reading,,,,,,London,Waltham Forest,Percentage (%),Units,Undefined,E09000031,65.0
2015/16,Attainment at age 11,Reading,,,,,,South East,Bracknell Forest,Percentage (%),Units,Undefined,E06000036,65.0
2015/16,Attainment at age 11,Reading,,,,,,South East,Brighton and Hove,Percentage (%),Units,Undefined,E06000043,75.0
2015/16,Attainment at age 11,Reading,,,,,,South East,Buckinghamshire,Percentage (%),Units,Undefined,,73.0
2015/16,Attainment at age 11,Reading,,,,,,South East,East Sussex,Percentage (%),Units,Undefined,,66.0
2015/16,Attainment at age 11,Reading,,,,,,South East,Hampshire,Percentage (%),Units,Undefined,,71.0
2015/16,Attainment at age 11,Reading,,,,,,South East,Isle of Wight,Percentage (%),Units,Undefined,E06000046,64.0
2015/16,Attainment at age 11,Reading,,,,,,South East,Kent,Percentage (%),Units,Undefined,,70.0
2015/16,Attainment at age 11,Reading,,,,,,South East,Medway,Percentage (%),Units,Undefined,E06000035,62.0
2015/16,Attainment at age 11,Reading,,,,,,South East,Milton Keynes,Percentage (%),Units,Undefined,E06000042,69.0
2015/16,Attainment at age 11,Reading,,,,,,South East,Oxfordshire,Percentage (%),Units,Undefined,,68.0
2015/16,Attainment at age 11,Reading,,,,,,South East,Portsmouth,Percentage (%),Units,Undefined,E06000044,62.0
2015/16,Attainment at age 11,Reading,,,,,,South East,Reading,Percentage (%),Units,Undefined,E06000038,67.0
2015/16,Attainment at age 11,Reading,,,,,,South East,Slough,Percentage (%),Units,Undefined,E06000039,64.0
2015/16,Attainment at age 11,Reading,,,,,,South East,Southampton,Percentage (%),Units,Undefined,E06000045,66.0
2015/16,Attainment at age 11,Reading,,,,,,South East,Surrey,Percentage (%),Units,Undefined,,73.0
2015/16,Attainment at age 11,Reading,,,,,,South East,West Berkshire,Percentage (%),Units,Undefined,E06000037,70.0
2015/16,Attainment at age 11,Reading,,,,,,South East,West Sussex,Percentage (%),Units,Undefined,,65.0
2015/16,Attainment at age 11,Reading,,,,,,South East,Windsor and Maidenhead,Percentage (%),Units,Undefined,E06000040,72.0
2015/16,Attainment at age 11,Reading,,,,,,South East,Wokingham,Percentage (%),Units,Undefined,E06000041,76.0
2015/16,Attainment at age 11,Reading,,,,,,South West,Bath and North East Somerset,Percentage (%),Units,Undefined,E06000022,71.0
2015/16,Attainment at age 11,Reading,,,,,,South West,Bournemouth,Percentage (%),Units,Undefined,E06000028,65.0
2015/16,Attainment at age 11,Reading,,,,,,South West,"Bristol, City of",Percentage (%),Units,Undefined,,67.0
2015/16,Attainment at age 11,Reading,,,,,,South West,Cornwall,Percentage (%),Units,Undefined,E06000052,66.0
2015/16,Attainment at age 11,Reading,,,,,,South West,Devon,Percentage (%),Units,Undefined,,71.0
2015/16,Attainment at age 11,Reading,,,,,,South West,Dorset,Percentage (%),Units,Undefined,,67.0
2015/16,Attainment at age 11,Reading,,,,,,South West,Gloucestershire,Percentage (%),Units,Undefined,,70.0
2015/16,Attainment at age 11,Reading,,,,,,South West,Isles of Scilly7,Percentage (%),Units,Undefined,,65.0
2015/16,Attainment at age 11,Reading,,,,,,South West,North Somerset,Percentage (%),Units,Undefined,E06000024,71.0
2015/16,Attainment at age 11,Reading,,,,,,South West,Plymouth,Percentage (%),Units,Undefined,E06000026,67.0
2015/16,Attainment at age 11,Reading,,,,,,South West,Somerset,Percentage (%),Units,Undefined,,67.0
2015/16,Attainment at age 11,Reading,,,,,,South West,South Gloucestershire,Percentage (%),Units,Undefined,E06000025,69.0
2015/16,Attainment at age 11,Reading,,,,,,South West,Swindon,Percentage (%),Units,Undefined,E06000030,67.0
2015/16,Attainment at age 11,Reading,,,,,,South West,Torbay,Percentage (%),Units,Undefined,E06000027,68.0
