Year,Units,Water type,Geography (HydroBASINs ID),Unit measure,Observation status,Unit multiplier,Value
2013-2017,Percent change in spatial extent from baseline (%),Seasonal,2060055600 (Central Northern Ireland),Percent change (%),Undefined,Units,313.750444365446
2014-2018,Percent change in spatial extent from baseline (%),Seasonal,2060055600 (Central Northern Ireland),Percent change (%),Undefined,Units,356.97120511909
2015-2019,Percent change in spatial extent from baseline (%),Seasonal,2060055600 (Central Northern Ireland),Percent change (%),Undefined,Units,358.4216139353
1984-1988,Percent change in spatial extent from baseline (%),Permanent,2060055600 (Central Northern Ireland),Percent change (%),Undefined,Units,0.0945614468943942
1985-1989,Percent change in spatial extent from baseline (%),Permanent,2060055600 (Central Northern Ireland),Percent change (%),Undefined,Units,0.0738418762573627
1986-1990,Percent change in spatial extent from baseline (%),Permanent,2060055600 (Central Northern Ireland),Percent change (%),Undefined,Units,0.0961655426856464
1998-2002,Percent change in spatial extent from baseline (%),Permanent,2060055600 (Central Northern Ireland),Percent change (%),Undefined,Units,-2.89189062740195
1999-2003,Percent change in spatial extent from baseline (%),Permanent,2060055600 (Central Northern Ireland),Percent change (%),Undefined,Units,-2.76623645708706
2009-2013,Percent change in spatial extent from baseline (%),Permanent,2060055600 (Central Northern Ireland),Percent change (%),Undefined,Units,-1.39018961748994
2010-2014,Percent change in spatial extent from baseline (%),Permanent,2060055600 (Central Northern Ireland),Percent change (%),Undefined,Units,-1.36749166204371
2011-2015,Percent change in spatial extent from baseline (%),Permanent,2060055600 (Central Northern Ireland),Percent change (%),Undefined,Units,-1.33118562730166
2012-2016,Percent change in spatial extent from baseline (%),Permanent,2060055600 (Central Northern Ireland),Percent change (%),Undefined,Units,-1.26290461645398
2013-2017,Percent change in spatial extent from baseline (%),Permanent,2060055600 (Central Northern Ireland),Percent change (%),Undefined,Units,-0.0281251462066029
2014-2018,Percent change in spatial extent from baseline (%),Permanent,2060055600 (Central Northern Ireland),Percent change (%),Undefined,Units,-0.125467025805836
2015-2019,Percent change in spatial extent from baseline (%),Permanent,2060055600 (Central Northern Ireland),Percent change (%),Undefined,Units,-0.188106966454256
1984-1988,Percent change in spatial extent from baseline (%),Ephemeral,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,-33.7781453910486
1985-1989,Percent change in spatial extent from baseline (%),Ephemeral,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,-37.2337101369359
1986-1990,Percent change in spatial extent from baseline (%),Ephemeral,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,-31.9253745060196
1998-2002,Percent change in spatial extent from baseline (%),Ephemeral,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,48.4955426890911
1999-2003,Percent change in spatial extent from baseline (%),Ephemeral,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,42.0806911129491
2009-2013,Percent change in spatial extent from baseline (%),Ephemeral,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,40.3694513371933
2010-2014,Percent change in spatial extent from baseline (%),Ephemeral,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,31.6386361547652
2011-2015,Percent change in spatial extent from baseline (%),Ephemeral,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,30.0891462181784
2012-2016,Percent change in spatial extent from baseline (%),Ephemeral,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,8.36320191158904
2013-2017,Percent change in spatial extent from baseline (%),Ephemeral,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,-0.516496645528862
2014-2018,Percent change in spatial extent from baseline (%),Ephemeral,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,-1.77189596544431
2015-2019,Percent change in spatial extent from baseline (%),Ephemeral,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,5.59875011487921
1984-1988,Percent change in spatial extent from baseline (%),Seasonal,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,213.921473582161
1985-1989,Percent change in spatial extent from baseline (%),Seasonal,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,203.533688802714
1986-1990,Percent change in spatial extent from baseline (%),Seasonal,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,228.376151236063
1998-2002,Percent change in spatial extent from baseline (%),Seasonal,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,83.5482307319437
1999-2003,Percent change in spatial extent from baseline (%),Seasonal,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,85.3708191953466
2009-2013,Percent change in spatial extent from baseline (%),Seasonal,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,127.392147358216
2010-2014,Percent change in spatial extent from baseline (%),Seasonal,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,169.7188560349
2011-2015,Percent change in spatial extent from baseline (%),Seasonal,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,192.409112942317
2012-2016,Percent change in spatial extent from baseline (%),Seasonal,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,265.569558894813
2013-2017,Percent change in spatial extent from baseline (%),Seasonal,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,337.930198739699
2014-2018,Percent change in spatial extent from baseline (%),Seasonal,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,407.309743092583
2015-2019,Percent change in spatial extent from baseline (%),Seasonal,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,437.920504120213
1984-1988,Percent change in spatial extent from baseline (%),Permanent,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,10.7212246099499
1985-1989,Percent change in spatial extent from baseline (%),Permanent,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,12.7562859724096
1986-1990,Percent change in spatial extent from baseline (%),Permanent,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,12.5313410412838
1998-2002,Percent change in spatial extent from baseline (%),Permanent,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,-6.42270563275915
1999-2003,Percent change in spatial extent from baseline (%),Permanent,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,-3.10781318201661
2009-2013,Percent change in spatial extent from baseline (%),Permanent,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,10.190330210226
2010-2014,Percent change in spatial extent from baseline (%),Permanent,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,10.7338117811861
2011-2015,Percent change in spatial extent from baseline (%),Permanent,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,13.0049841137717
2012-2016,Percent change in spatial extent from baseline (%),Permanent,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,15.9290651995167
2013-2017,Percent change in spatial extent from baseline (%),Permanent,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,17.4569853724888
2014-2018,Percent change in spatial extent from baseline (%),Permanent,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,16.0713814420431
2015-2019,Percent change in spatial extent from baseline (%),Permanent,2060055610 (East Northern Ireland),Percent change (%),Undefined,Units,14.686589587161
1984-1988,Percent change in spatial extent from baseline (%),Ephemeral,2060059370 (Shetland),Percent change (%),Undefined,Units,-2.67186538066897
1985-1989,Percent change in spatial extent from baseline (%),Ephemeral,2060059370 (Shetland),Percent change (%),Undefined,Units,-15.7336343115123
1986-1990,Percent change in spatial extent from baseline (%),Ephemeral,2060059370 (Shetland),Percent change (%),Undefined,Units,-27.2029550584855
1998-2002,Percent change in spatial extent from baseline (%),Ephemeral,2060059370 (Shetland),Percent change (%),Undefined,Units,-6.18920582803198
1999-2003,Percent change in spatial extent from baseline (%),Ephemeral,2060059370 (Shetland),Percent change (%),Undefined,Units,-3.86825364251998
2009-2013,Percent change in spatial extent from baseline (%),Ephemeral,2060059370 (Shetland),Percent change (%),Undefined,Units,18.0566386209727
2010-2014,Percent change in spatial extent from baseline (%),Ephemeral,2060059370 (Shetland),Percent change (%),Undefined,Units,7.20500718243382
2011-2015,Percent change in spatial extent from baseline (%),Ephemeral,2060059370 (Shetland),Percent change (%),Undefined,Units,21.7176277447157
2012-2016,Percent change in spatial extent from baseline (%),Ephemeral,2060059370 (Shetland),Percent change (%),Undefined,Units,84.5372460496614
2013-2017,Percent change in spatial extent from baseline (%),Ephemeral,2060059370 (Shetland),Percent change (%),Undefined,Units,144.732197824748
2014-2018,Percent change in spatial extent from baseline (%),Ephemeral,2060059370 (Shetland),Percent change (%),Undefined,Units,206.388261851015
2015-2019,Percent change in spatial extent from baseline (%),Ephemeral,2060059370 (Shetland),Percent change (%),Undefined,Units,273.240303714344
1984-1988,Percent change in spatial extent from baseline (%),Seasonal,2060059370 (Shetland),Percent change (%),Undefined,Units,211.223776223776
1985-1989,Percent change in spatial extent from baseline (%),Seasonal,2060059370 (Shetland),Percent change (%),Undefined,Units,269.433566433566
1986-1990,Percent change in spatial extent from baseline (%),Seasonal,2060059370 (Shetland),Percent change (%),Undefined,Units,334.300699300699
1998-2002,Percent change in spatial extent from baseline (%),Seasonal,2060059370 (Shetland),Percent change (%),Undefined,Units,102.643356643356
1999-2003,Percent change in spatial extent from baseline (%),Seasonal,2060059370 (Shetland),Percent change (%),Undefined,Units,107.153846153846
2009-2013,Percent change in spatial extent from baseline (%),Seasonal,2060059370 (Shetland),Percent change (%),Undefined,Units,201.06993006993
2010-2014,Percent change in spatial extent from baseline (%),Seasonal,2060059370 (Shetland),Percent change (%),Undefined,Units,285.853146853146
2011-2015,Percent change in spatial extent from baseline (%),Seasonal,2060059370 (Shetland),Percent change (%),Undefined,Units,315.90909090909
2012-2016,Percent change in spatial extent from baseline (%),Seasonal,2060059370 (Shetland),Percent change (%),Undefined,Units,332.503496503496
2013-2017,Percent change in spatial extent from baseline (%),Seasonal,2060059370 (Shetland),Percent change (%),Undefined,Units,370.496503496503
2014-2018,Percent change in spatial extent from baseline (%),Seasonal,2060059370 (Shetland),Percent change (%),Undefined,Units,367.405594405594
2015-2019,Percent change in spatial extent from baseline (%),Seasonal,2060059370 (Shetland),Percent change (%),Undefined,Units,304.643356643356
1984-1988,Percent change in spatial extent from baseline (%),Permanent,2060059370 (Shetland),Percent change (%),Undefined,Units,10.5832323115703
1985-1989,Percent change in spatial extent from baseline (%),Permanent,2060059370 (Shetland),Percent change (%),Undefined,Units,13.7224114375878
1986-1990,Percent change in spatial extent from baseline (%),Permanent,2060059370 (Shetland),Percent change (%),Undefined,Units,13.2625218880486
1998-2002,Percent change in spatial extent from baseline (%),Permanent,2060059370 (Shetland),Percent change (%),Undefined,Units,-13.5834824606976
1999-2003,Percent change in spatial extent from baseline (%),Permanent,2060059370 (Shetland),Percent change (%),Undefined,Units,-9.4952760299409
2009-2013,Percent change in spatial extent from baseline (%),Permanent,2060059370 (Shetland),Percent change (%),Undefined,Units,6.08131770863398
2010-2014,Percent change in spatial extent from baseline (%),Permanent,2060059370 (Shetland),Percent change (%),Undefined,Units,5.16846581615961
2011-2015,Percent change in spatial extent from baseline (%),Permanent,2060059370 (Shetland),Percent change (%),Undefined,Units,5.99434278127343
2012-2016,Percent change in spatial extent from baseline (%),Permanent,2060059370 (Shetland),Percent change (%),Undefined,Units,-5.03415497700554
2013-2017,Percent change in spatial extent from baseline (%),Permanent,2060059370 (Shetland),Percent change (%),Undefined,Units,-13.4649502588081
2014-2018,Percent change in spatial extent from baseline (%),Permanent,2060059370 (Shetland),Percent change (%),Undefined,Units,-23.9812195732071
2015-2019,Percent change in spatial extent from baseline (%),Permanent,2060059370 (Shetland),Percent change (%),Undefined,Units,-32.3181127210452
1984-1988,Percent change in spatial extent from baseline (%),Ephemeral,,Percent change (%),Undefined,Units,6.49663147249915
1985-1989,Percent change in spatial extent from baseline (%),Ephemeral,,Percent change (%),Undefined,Units,2.87980622223286
1986-1990,Percent change in spatial extent from baseline (%),Ephemeral,,Percent change (%),Undefined,Units,0.491759048858128
1998-2002,Percent change in spatial extent from baseline (%),Ephemeral,,Percent change (%),Undefined,Units,20.2897073548015
1999-2003,Percent change in spatial extent from baseline (%),Ephemeral,,Percent change (%),Undefined,Units,23.6691468462148
2009-2013,Percent change in spatial extent from baseline (%),Ephemeral,,Percent change (%),Undefined,Units,23.9249990506967
2010-2014,Percent change in spatial extent from baseline (%),Ephemeral,,Percent change (%),Undefined,Units,18.0744933219017
2011-2015,Percent change in spatial extent from baseline (%),Ephemeral,,Percent change (%),Undefined,Units,4.45988644335057
2012-2016,Percent change in spatial extent from baseline (%),Ephemeral,,Percent change (%),Undefined,Units,-0.680420571300668
2013-2017,Percent change in spatial extent from baseline (%),Ephemeral,,Percent change (%),Undefined,Units,-8.66328115163471
2014-2018,Percent change in spatial extent from baseline (%),Ephemeral,,Percent change (%),Undefined,Units,-11.2136092108392
2015-2019,Percent change in spatial extent from baseline (%),Ephemeral,,Percent change (%),Undefined,Units,-8.10413156742949
1984-1988,Percent change in spatial extent from baseline (%),Seasonal,,Percent change (%),Undefined,Units,76.9480438117047
1985-1989,Percent change in spatial extent from baseline (%),Seasonal,,Percent change (%),Undefined,Units,99.0292294065544
1986-1990,Percent change in spatial extent from baseline (%),Seasonal,,Percent change (%),Undefined,Units,110.691006502624
1998-2002,Percent change in spatial extent from baseline (%),Seasonal,,Percent change (%),Undefined,Units,44.9002570805159
1999-2003,Percent change in spatial extent from baseline (%),Seasonal,,Percent change (%),Undefined,Units,50.9613947158072
2009-2013,Percent change in spatial extent from baseline (%),Seasonal,,Percent change (%),Undefined,Units,47.3988204541035
2010-2014,Percent change in spatial extent from baseline (%),Seasonal,,Percent change (%),Undefined,Units,76.0309360755255
2011-2015,Percent change in spatial extent from baseline (%),Seasonal,,Percent change (%),Undefined,Units,106.501415023007
2012-2016,Percent change in spatial extent from baseline (%),Seasonal,,Percent change (%),Undefined,Units,133.502732830694
2013-2017,Percent change in spatial extent from baseline (%),Seasonal,,Percent change (%),Undefined,Units,179.543908920045
2014-2018,Percent change in spatial extent from baseline (%),Seasonal,,Percent change (%),Undefined,Units,202.057335436064
2015-2019,Percent change in spatial extent from baseline (%),Seasonal,,Percent change (%),Undefined,Units,211.839097841819
1984-1988,Percent change in spatial extent from baseline (%),Permanent,,Percent change (%),Undefined,Units,-6.41768898189252
1985-1989,Percent change in spatial extent from baseline (%),Permanent,,Percent change (%),Undefined,Units,-4.51322596990947
1986-1990,Percent change in spatial extent from baseline (%),Permanent,,Percent change (%),Undefined,Units,-1.85056560421547
1998-2002,Percent change in spatial extent from baseline (%),Permanent,,Percent change (%),Undefined,Units,-3.98250474613765
1999-2003,Percent change in spatial extent from baseline (%),Permanent,,Percent change (%),Undefined,Units,-2.87469101573819
2009-2013,Percent change in spatial extent from baseline (%),Permanent,,Percent change (%),Undefined,Units,-2.40121214413931
2010-2014,Percent change in spatial extent from baseline (%),Permanent,,Percent change (%),Undefined,Units,-1.89136197972932
2011-2015,Percent change in spatial extent from baseline (%),Permanent,,Percent change (%),Undefined,Units,1.80082448897504
2012-2016,Percent change in spatial extent from baseline (%),Permanent,,Percent change (%),Undefined,Units,1.61682765870805
2013-2017,Percent change in spatial extent from baseline (%),Permanent,,Percent change (%),Undefined,Units,4.00403284815039
2014-2018,Percent change in spatial extent from baseline (%),Permanent,,Percent change (%),Undefined,Units,3.55798052963604
2015-2019,Percent change in spatial extent from baseline (%),Permanent,,Percent change (%),Undefined,Units,2.99555202035632
1984-1988,Proportion of land area (%),Ephemeral,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0586764745278455
1985-1989,Proportion of land area (%),Ephemeral,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0611145804582015
1986-1990,Proportion of land area (%),Ephemeral,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0630760127314532
1998-2002,Proportion of land area (%),Ephemeral,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0648093714845594
1999-2003,Proportion of land area (%),Ephemeral,2060048790 (Central South East England),Percent (%),Undefined,Units,0.063600581827788
2009-2013,Proportion of land area (%),Ephemeral,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0600768459415392
2010-2014,Proportion of land area (%),Ephemeral,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0567994294570478
2011-2015,Proportion of land area (%),Ephemeral,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0535835928229954
2012-2016,Proportion of land area (%),Ephemeral,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0503951250113607
2013-2017,Proportion of land area (%),Ephemeral,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0508900445500765
2014-2018,Proportion of land area (%),Ephemeral,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0467664753058451
2015-2019,Proportion of land area (%),Ephemeral,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0476263124767937
1984-1988,Proportion of land area (%),Seasonal,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0476673657104198
1985-1989,Proportion of land area (%),Seasonal,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0525253316895202
1986-1990,Proportion of land area (%),Seasonal,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0526439299199957
1998-2002,Proportion of land area (%),Seasonal,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0452406634560713
1999-2003,Proportion of land area (%),Seasonal,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0466159467825489
2009-2013,Proportion of land area (%),Seasonal,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0407498958444054
2010-2014,Proportion of land area (%),Seasonal,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0506916205875499
2011-2015,Proportion of land area (%),Seasonal,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0586719130574427
2012-2016,Proportion of land area (%),Seasonal,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0650306027991007
2013-2017,Proportion of land area (%),Seasonal,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0693115427722326
2014-2018,Proportion of land area (%),Seasonal,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0764228751303708
2015-2019,Proportion of land area (%),Seasonal,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0788404544439137
1984-1988,Proportion of land area (%),Permanent,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0773123618589384
1985-1989,Proportion of land area (%),Permanent,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0774195564134068
1986-1990,Proportion of land area (%),Permanent,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0756588288378833
1998-2002,Proportion of land area (%),Permanent,2060048790 (Central South East England),Percent (%),Undefined,Units,0.081821375352216
1999-2003,Proportion of land area (%),Permanent,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0828408639872666
2009-2013,Proportion of land area (%),Permanent,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0869963635243185
2010-2014,Proportion of land area (%),Permanent,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0902714992736087
2011-2015,Proportion of land area (%),Permanent,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0973509013389266
2012-2016,Proportion of land area (%),Permanent,2060048790 (Central South East England),Percent (%),Undefined,Units,0.1007309509074836
2013-2017,Proportion of land area (%),Permanent,2060048790 (Central South East England),Percent (%),Undefined,Units,0.102601153772677
2014-2018,Proportion of land area (%),Permanent,2060048790 (Central South East England),Percent (%),Undefined,Units,0.1034974827068491
2015-2019,Proportion of land area (%),Permanent,2060048790 (Central South East England),Percent (%),Undefined,Units,0.1037438021086064
2001-2005 (baseline),Proportion of land area (%),Ephemeral,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0516472486369597
2001-2005 (baseline),Proportion of land area (%),Seasonal,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0499823119398973
2001-2005 (baseline),Proportion of land area (%),Permanent,2060048790 (Central South East England),Percent (%),Undefined,Units,0.0927689043192025
1984-1988,Proportion of land area (%),Ephemeral,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0466699956465266
1985-1989,Proportion of land area (%),Ephemeral,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0464514998578018
1986-1990,Proportion of land area (%),Ephemeral,2060048980 (Central South West England),Percent (%),Undefined,Units,0.04507004261296
1998-2002,Proportion of land area (%),Ephemeral,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0396781304073279
1999-2003,Proportion of land area (%),Ephemeral,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0377046200575542
2009-2013,Proportion of land area (%),Ephemeral,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0308466715920902
2010-2014,Proportion of land area (%),Ephemeral,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0282000532480184
2011-2015,Proportion of land area (%),Ephemeral,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0254336146327105
2012-2016,Proportion of land area (%),Ephemeral,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0223112393293182
2013-2017,Proportion of land area (%),Ephemeral,2060048980 (Central South West England),Percent (%),Undefined,Units,0.021239905139441
2014-2018,Proportion of land area (%),Ephemeral,2060048980 (Central South West England),Percent (%),Undefined,Units,0.019992364668334
2015-2019,Proportion of land area (%),Ephemeral,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0193439255534083
1984-1988,Proportion of land area (%),Seasonal,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0212363810138164
1985-1989,Proportion of land area (%),Seasonal,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0234777249110596
1986-1990,Proportion of land area (%),Seasonal,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0243693286940824
1998-2002,Proportion of land area (%),Seasonal,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0158691376875565
1999-2003,Proportion of land area (%),Seasonal,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0164823355462362
2009-2013,Proportion of land area (%),Seasonal,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0123132949323389
2010-2014,Proportion of land area (%),Seasonal,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0162356467525145
2011-2015,Proportion of land area (%),Seasonal,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0194003115634018
2012-2016,Proportion of land area (%),Seasonal,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0228292857961339
2013-2017,Proportion of land area (%),Seasonal,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0257331653108011
2014-2018,Proportion of land area (%),Seasonal,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0282458668811382
2015-2019,Proportion of land area (%),Seasonal,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0285665623129764
1984-1988,Proportion of land area (%),Permanent,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0359073159890101
1985-1989,Proportion of land area (%),Permanent,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0359355089940069
1986-1990,Proportion of land area (%),Permanent,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0371372358319943
1998-2002,Proportion of land area (%),Permanent,2060048980 (Central South West England),Percent (%),Undefined,Units,0.050419665311097
1999-2003,Proportion of land area (%),Permanent,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0526257679520943
2009-2013,Proportion of land area (%),Permanent,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0590925384732284
2010-2014,Proportion of land area (%),Permanent,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0633743511071125
2011-2015,Proportion of land area (%),Permanent,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0666235949329902
2012-2016,Proportion of land area (%),Permanent,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0672438410429193
2013-2017,Proportion of land area (%),Permanent,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0671627861535534
2014-2018,Proportion of land area (%),Permanent,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0664967264105047
2015-2019,Proportion of land area (%),Permanent,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0674129990728997
2001-2005 (baseline),Proportion of land area (%),Ephemeral,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0329153333337281
2001-2005 (baseline),Proportion of land area (%),Seasonal,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0152947052107473
2001-2005 (baseline),Proportion of land area (%),Permanent,2060048980 (Central South West England),Percent (%),Undefined,Units,0.0590291042119855
1984-1988,Proportion of land area (%),Ephemeral,2060048990 (South West England),Percent (%),Undefined,Units,0.0608890168812894
1985-1989,Proportion of land area (%),Ephemeral,2060048990 (South West England),Percent (%),Undefined,Units,0.0575014958101162
1986-1990,Proportion of land area (%),Ephemeral,2060048990 (South West England),Percent (%),Undefined,Units,0.0558711852009405
1998-2002,Proportion of land area (%),Ephemeral,2060048990 (South West England),Percent (%),Undefined,Units,0.048912843271183
1999-2003,Proportion of land area (%),Ephemeral,2060048990 (South West England),Percent (%),Undefined,Units,0.0490620680981129
2009-2013,Proportion of land area (%),Ephemeral,2060048990 (South West England),Percent (%),Undefined,Units,0.041921013880264
2010-2014,Proportion of land area (%),Ephemeral,2060048990 (South West England),Percent (%),Undefined,Units,0.0403606156900043
2011-2015,Proportion of land area (%),Ephemeral,2060048990 (South West England),Percent (%),Undefined,Units,0.0374336940846301
2012-2016,Proportion of land area (%),Ephemeral,2060048990 (South West England),Percent (%),Undefined,Units,0.0337342108752681
2013-2017,Proportion of land area (%),Ephemeral,2060048990 (South West England),Percent (%),Undefined,Units,0.0332888863917528
2014-2018,Proportion of land area (%),Ephemeral,2060048990 (South West England),Percent (%),Undefined,Units,0.0336360984890583
2015-2019,Proportion of land area (%),Ephemeral,2060048990 (South West England),Percent (%),Undefined,Units,0.0338687482192325
1984-1988,Proportion of land area (%),Seasonal,2060048990 (South West England),Percent (%),Undefined,Units,0.0370435945370652
1985-1989,Proportion of land area (%),Seasonal,2060048990 (South West England),Percent (%),Undefined,Units,0.0431013000113753
1986-1990,Proportion of land area (%),Seasonal,2060048990 (South West England),Percent (%),Undefined,Units,0.0443044986159129
1998-2002,Proportion of land area (%),Seasonal,2060048990 (South West England),Percent (%),Undefined,Units,0.0290800412731456
1999-2003,Proportion of land area (%),Seasonal,2060048990 (South West England),Percent (%),Undefined,Units,0.0326238371630728
2009-2013,Proportion of land area (%),Seasonal,2060048990 (South West England),Percent (%),Undefined,Units,0.033998585568648
2010-2014,Proportion of land area (%),Seasonal,2060048990 (South West England),Percent (%),Undefined,Units,0.0426313005564779
2011-2015,Proportion of land area (%),Seasonal,2060048990 (South West England),Percent (%),Undefined,Units,0.0480057443232308
2012-2016,Proportion of land area (%),Seasonal,2060048990 (South West England),Percent (%),Undefined,Units,0.0587088069098841
2013-2017,Proportion of land area (%),Seasonal,2060048990 (South West England),Percent (%),Undefined,Units,0.0648352498044728
2014-2018,Proportion of land area (%),Seasonal,2060048990 (South West England),Percent (%),Undefined,Units,0.0677492464248375
2015-2019,Proportion of land area (%),Seasonal,2060048990 (South West England),Percent (%),Undefined,Units,0.0713982046927976
1984-1988,Proportion of land area (%),Permanent,2060048990 (South West England),Percent (%),Undefined,Units,0.1105215468177844
1985-1989,Proportion of land area (%),Permanent,2060048990 (South West England),Percent (%),Undefined,Units,0.117996888147929
1986-1990,Proportion of land area (%),Permanent,2060048990 (South West England),Percent (%),Undefined,Units,0.1197499861146969
1998-2002,Proportion of land area (%),Permanent,2060048990 (South West England),Percent (%),Undefined,Units,0.1257742041278457
1999-2003,Proportion of land area (%),Permanent,2060048990 (South West England),Percent (%),Undefined,Units,0.1351459932585019
2009-2013,Proportion of land area (%),Permanent,2060048990 (South West England),Percent (%),Undefined,Units,0.1435360710277412
2010-2014,Proportion of land area (%),Permanent,2060048990 (South West England),Percent (%),Undefined,Units,0.1502253382695695
2011-2015,Proportion of land area (%),Permanent,2060048990 (South West England),Percent (%),Undefined,Units,0.1559728441036473
2012-2016,Proportion of land area (%),Permanent,2060048990 (South West England),Percent (%),Undefined,Units,0.1575667297550686
2013-2017,Proportion of land area (%),Permanent,2060048990 (South West England),Percent (%),Undefined,Units,0.1580772666629509
