Year,Units,Sex,Age,Occupation major group,Occupation sub-major group,Disability status,Country,Region,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2013,Annual survey of hours and earnings (ASHE),Male,40 to 49,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,29.71
2013,Annual survey of hours and earnings (ASHE),Male,50 to 59,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,31.01
2013,Annual survey of hours and earnings (ASHE),Male,60 and over,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,27.1
2013,Annual survey of hours and earnings (ASHE),Male,22 to 29,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,11.1
2013,Annual survey of hours and earnings (ASHE),Male,30 to 39,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,15.5
2013,Annual survey of hours and earnings (ASHE),Male,40 to 49,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,19.83
2013,Annual survey of hours and earnings (ASHE),Male,50 to 59,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,21.2
2013,Annual survey of hours and earnings (ASHE),Male,60 and over,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,18.21
2013,Annual survey of hours and earnings (ASHE),Male,18 to 21,Professional occupations,,,,,Undefined,Units,GBP (£),,10.9
2013,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,,,,,Undefined,Units,GBP (£),,16.21
2013,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,,,,,Undefined,Units,GBP (£),,22.09
2013,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,,,,,Undefined,Units,GBP (£),,25.06
2013,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,,,,,Undefined,Units,GBP (£),,25.35
2013,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,,,,,Undefined,Units,GBP (£),,24.68
2013,Annual survey of hours and earnings (ASHE),Male,18 to 21,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,10.8
2013,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,15.46
2013,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,21.26
2013,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,23.65
2013,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,23.38
2013,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,21.58
2013,Annual survey of hours and earnings (ASHE),Male,18 to 21,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,8.56
2013,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,16.67
2013,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,23.63
2013,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,29.73
2013,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,33.4
2013,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,35.12
2013,Annual survey of hours and earnings (ASHE),Male,18 to 21,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,15.76
2013,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,16.42
2013,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,22.61
2013,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,25.17
2013,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,26.59
2013,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,27.89
2013,Annual survey of hours and earnings (ASHE),Male,18 to 21,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,10.97
2013,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,16.89
2013,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,22.26
2013,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,24.64
2013,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,23.52
2013,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,22.1
2013,Annual survey of hours and earnings (ASHE),Male,18 to 21,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,10.27
2013,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,14.5
2013,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,18.43
2013,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,20.53
2013,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,19.7
2013,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,17.14
2013,Annual survey of hours and earnings (ASHE),Male,18 to 21,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,9.02
2013,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,12.17
2013,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,15.68
2013,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,16.23
2013,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,16.44
2013,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,15.18
2013,Annual survey of hours and earnings (ASHE),Male,18 to 21,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,10.58
2013,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,12.14
2013,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,14.44
2013,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,15.7
2013,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,14.68
2013,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,13.92
2013,Annual survey of hours and earnings (ASHE),Male,18 to 21,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,11.93
2013,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,14.69
2013,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,16.75
2013,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,18.12
2013,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,18.28
2013,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,14.43
2013,Annual survey of hours and earnings (ASHE),Male,18 to 21,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,9.92
2013,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,15.05
2013,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,17.47
2013,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,23.3
2013,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,16.16
2013,Annual survey of hours and earnings (ASHE),Male,18 to 21,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,11.19
2013,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,14.97
2013,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,20.98
2013,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,24.07
2013,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,22.03
2013,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,18.89
2013,Annual survey of hours and earnings (ASHE),Male,18 to 21,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,8.34
