Year,Units,Sex,Age,Occupation major group,Occupation sub-major group,Disability status,Country,Region,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Professional occupations,,,,,Undefined,Units,GBP (£),,21.13
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Professional occupations,,,,,Undefined,Units,GBP (£),,22.91
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Professional occupations,,,,,Undefined,Units,GBP (£),,23.18
2013,Annual survey of hours and earnings (ASHE),,60 and over,Professional occupations,,,,,Undefined,Units,GBP (£),,23.12
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,10.95
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,15.49
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,20.94
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,23.19
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,23.2
2013,Annual survey of hours and earnings (ASHE),,60 and over,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,21.38
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,10.16
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,15.62
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,20.12
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,22.28
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,22.76
2013,Annual survey of hours and earnings (ASHE),,60 and over,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,23.9
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,14.61
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,16.67
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,21.85
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,23.43
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,24.73
2013,Annual survey of hours and earnings (ASHE),,60 and over,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,25.85
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,11.09
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,16.63
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,21.59
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,22.89
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,22.0
2013,Annual survey of hours and earnings (ASHE),,60 and over,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,21.12
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,9.67
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,13.89
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,17.57
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,18.83
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,17.75
2013,Annual survey of hours and earnings (ASHE),,60 and over,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,16.07
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,9.08
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,12.08
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,15.34
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,15.41
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,15.45
2013,Annual survey of hours and earnings (ASHE),,60 and over,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,14.53
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,9.58
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,11.85
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,13.72
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,14.1
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,13.72
2013,Annual survey of hours and earnings (ASHE),,60 and over,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,12.85
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,11.09
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,14.64
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,16.65
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,18.03
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,17.88
2013,Annual survey of hours and earnings (ASHE),,60 and over,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,14.13
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,9.06
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,16.88
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,14.78
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,17.03
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,20.49
2013,Annual survey of hours and earnings (ASHE),,60 and over,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,16.56
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,10.03
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,14.22
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,19.3
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,21.17
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,19.41
2013,Annual survey of hours and earnings (ASHE),,60 and over,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,17.48
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,8.11
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,10.24
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,12.0
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,12.1
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,11.82
2013,Annual survey of hours and earnings (ASHE),,60 and over,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,11.46
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,8.18
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,10.39
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,12.13
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,12.31
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,12.09
2013,Annual survey of hours and earnings (ASHE),,60 and over,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,11.52
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,7.75
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,9.43
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,11.31
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,11.32
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,10.93
2013,Annual survey of hours and earnings (ASHE),,60 and over,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,11.29
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,8.26
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,10.69
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,12.11
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,13.01
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,13.22
2013,Annual survey of hours and earnings (ASHE),,60 and over,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,12.42
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,7.13
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,8.4
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,9.46
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,10.38
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,10.16
2013,Annual survey of hours and earnings (ASHE),,60 and over,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,9.17
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,9.18
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,12.04
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,13.74
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,14.37
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,14.44
2013,Annual survey of hours and earnings (ASHE),,60 and over,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,13.5
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Skilled trades occupations,Skilled construction and building trades,,,,Undefined,Units,GBP (£),,8.3
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Skilled trades occupations,Skilled construction and building trades,,,,Undefined,Units,GBP (£),,11.22
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Skilled trades occupations,Skilled construction and building trades,,,,Undefined,Units,GBP (£),,11.92
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Skilled trades occupations,Skilled construction and building trades,,,,Undefined,Units,GBP (£),,13.17
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Skilled trades occupations,Skilled construction and building trades,,,,Undefined,Units,GBP (£),,13.37
2013,Annual survey of hours and earnings (ASHE),,60 and over,Skilled trades occupations,Skilled construction and building trades,,,,Undefined,Units,GBP (£),,12.94
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Skilled trades occupations,"Textiles, printing and other skilled trades",,,,Undefined,Units,GBP (£),,7.02
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Skilled trades occupations,"Textiles, printing and other skilled trades",,,,Undefined,Units,GBP (£),,8.28
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Skilled trades occupations,"Textiles, printing and other skilled trades",,,,Undefined,Units,GBP (£),,9.42
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Skilled trades occupations,"Textiles, printing and other skilled trades",,,,Undefined,Units,GBP (£),,10.08
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Skilled trades occupations,"Textiles, printing and other skilled trades",,,,Undefined,Units,GBP (£),,10.02
2013,Annual survey of hours and earnings (ASHE),,60 and over,Skilled trades occupations,"Textiles, printing and other skilled trades",,,,Undefined,Units,GBP (£),,9.58
2013,Annual survey of hours and earnings (ASHE),,18 to 21,"Caring, leisure and other service occupations",,,,,Undefined,Units,GBP (£),,7.31
2013,Annual survey of hours and earnings (ASHE),,22 to 29,"Caring, leisure and other service occupations",,,,,Undefined,Units,GBP (£),,8.39
2013,Annual survey of hours and earnings (ASHE),,30 to 39,"Caring, leisure and other service occupations",,,,,Undefined,Units,GBP (£),,9.47
2013,Annual survey of hours and earnings (ASHE),,40 to 49,"Caring, leisure and other service occupations",,,,,Undefined,Units,GBP (£),,9.7
2013,Annual survey of hours and earnings (ASHE),,50 to 59,"Caring, leisure and other service occupations",,,,,Undefined,Units,GBP (£),,9.77
2013,Annual survey of hours and earnings (ASHE),,60 and over,"Caring, leisure and other service occupations",,,,,Undefined,Units,GBP (£),,9.37
2013,Annual survey of hours and earnings (ASHE),,18 to 21,"Caring, leisure and other service occupations",Caring personal service occupations,,,,Undefined,Units,GBP (£),,7.31
2013,Annual survey of hours and earnings (ASHE),,22 to 29,"Caring, leisure and other service occupations",Caring personal service occupations,,,,Undefined,Units,GBP (£),,8.35
2013,Annual survey of hours and earnings (ASHE),,30 to 39,"Caring, leisure and other service occupations",Caring personal service occupations,,,,Undefined,Units,GBP (£),,9.21
2013,Annual survey of hours and earnings (ASHE),,40 to 49,"Caring, leisure and other service occupations",Caring personal service occupations,,,,Undefined,Units,GBP (£),,9.33
2013,Annual survey of hours and earnings (ASHE),,50 to 59,"Caring, leisure and other service occupations",Caring personal service occupations,,,,Undefined,Units,GBP (£),,9.57
2013,Annual survey of hours and earnings (ASHE),,60 and over,"Caring, leisure and other service occupations",Caring personal service occupations,,,,Undefined,Units,GBP (£),,9.27
2013,Annual survey of hours and earnings (ASHE),,18 to 21,"Caring, leisure and other service occupations","Leisure, travel and related personal service occupations",,,,Undefined,Units,GBP (£),,7.28
2013,Annual survey of hours and earnings (ASHE),,22 to 29,"Caring, leisure and other service occupations","Leisure, travel and related personal service occupations",,,,Undefined,Units,GBP (£),,8.55
2013,Annual survey of hours and earnings (ASHE),,30 to 39,"Caring, leisure and other service occupations","Leisure, travel and related personal service occupations",,,,Undefined,Units,GBP (£),,10.8
2013,Annual survey of hours and earnings (ASHE),,40 to 49,"Caring, leisure and other service occupations","Leisure, travel and related personal service occupations",,,,Undefined,Units,GBP (£),,11.73
2013,Annual survey of hours and earnings (ASHE),,50 to 59,"Caring, leisure and other service occupations","Leisure, travel and related personal service occupations",,,,Undefined,Units,GBP (£),,10.78
2013,Annual survey of hours and earnings (ASHE),,60 and over,"Caring, leisure and other service occupations","Leisure, travel and related personal service occupations",,,,Undefined,Units,GBP (£),,9.66
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Sales and customer service occupations,,,,,Undefined,Units,GBP (£),,7.01
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Sales and customer service occupations,,,,,Undefined,Units,GBP (£),,8.31
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Sales and customer service occupations,,,,,Undefined,Units,GBP (£),,9.68
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Sales and customer service occupations,,,,,Undefined,Units,GBP (£),,9.62
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Sales and customer service occupations,,,,,Undefined,Units,GBP (£),,9.22
2013,Annual survey of hours and earnings (ASHE),,60 and over,Sales and customer service occupations,,,,,Undefined,Units,GBP (£),,8.55
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Sales and customer service occupations,Sales occupations,,,,Undefined,Units,GBP (£),,6.9
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Sales and customer service occupations,Sales occupations,,,,Undefined,Units,GBP (£),,7.88
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Sales and customer service occupations,Sales occupations,,,,Undefined,Units,GBP (£),,8.88
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Sales and customer service occupations,Sales occupations,,,,Undefined,Units,GBP (£),,8.78
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Sales and customer service occupations,Sales occupations,,,,Undefined,Units,GBP (£),,8.4
2013,Annual survey of hours and earnings (ASHE),,60 and over,Sales and customer service occupations,Sales occupations,,,,Undefined,Units,GBP (£),,8.09
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,7.57
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,9.35
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,11.16
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,11.57
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,11.29
2013,Annual survey of hours and earnings (ASHE),,60 and over,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,10.3
2013,Annual survey of hours and earnings (ASHE),,18 to 21,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,8.22
2013,Annual survey of hours and earnings (ASHE),,22 to 29,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,9.51
2013,Annual survey of hours and earnings (ASHE),,30 to 39,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,10.68
2013,Annual survey of hours and earnings (ASHE),,40 to 49,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,11.29
2013,Annual survey of hours and earnings (ASHE),,50 to 59,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,11.0
2013,Annual survey of hours and earnings (ASHE),,60 and over,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,10.02
2013,Annual survey of hours and earnings (ASHE),,18 to 21,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,8.23
2013,Annual survey of hours and earnings (ASHE),,22 to 29,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,9.44
2013,Annual survey of hours and earnings (ASHE),,30 to 39,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,10.73
2013,Annual survey of hours and earnings (ASHE),,40 to 49,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,11.45
2013,Annual survey of hours and earnings (ASHE),,50 to 59,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,11.31
2013,Annual survey of hours and earnings (ASHE),,60 and over,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,10.41
2013,Annual survey of hours and earnings (ASHE),,18 to 21,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,8.17
2013,Annual survey of hours and earnings (ASHE),,22 to 29,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,9.67
2013,Annual survey of hours and earnings (ASHE),,30 to 39,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,10.62
2013,Annual survey of hours and earnings (ASHE),,40 to 49,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,11.17
2013,Annual survey of hours and earnings (ASHE),,50 to 59,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,10.75
2013,Annual survey of hours and earnings (ASHE),,60 and over,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,9.82
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Elementary occupations,,,,,Undefined,Units,GBP (£),,6.73
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Elementary occupations,,,,,Undefined,Units,GBP (£),,7.82
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Elementary occupations,,,,,Undefined,Units,GBP (£),,8.73
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Elementary occupations,,,,,Undefined,Units,GBP (£),,8.94
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Elementary occupations,,,,,Undefined,Units,GBP (£),,9.03
2013,Annual survey of hours and earnings (ASHE),,60 and over,Elementary occupations,,,,,Undefined,Units,GBP (£),,8.5
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,7.54
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,8.21
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,8.85
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,9.64
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,9.55
2013,Annual survey of hours and earnings (ASHE),,60 and over,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,9.24
2013,Annual survey of hours and earnings (ASHE),,18 to 21,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,6.63
2013,Annual survey of hours and earnings (ASHE),,22 to 29,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,7.74
2013,Annual survey of hours and earnings (ASHE),,30 to 39,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,8.71
2013,Annual survey of hours and earnings (ASHE),,40 to 49,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,8.81
2013,Annual survey of hours and earnings (ASHE),,50 to 59,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,8.92
2013,Annual survey of hours and earnings (ASHE),,60 and over,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,8.38
2013,Annual survey of hours and earnings (ASHE),Male,,,,,,,Undefined,Units,GBP (£),,16.52
2013,Annual survey of hours and earnings (ASHE),Male,18 to 21,,,,,,Undefined,Units,GBP (£),,7.89
2013,Annual survey of hours and earnings (ASHE),Male,22 to 29,,,,,,Undefined,Units,GBP (£),,11.85
2013,Annual survey of hours and earnings (ASHE),Male,30 to 39,,,,,,Undefined,Units,GBP (£),,16.81
2013,Annual survey of hours and earnings (ASHE),Male,40 to 49,,,,,,Undefined,Units,GBP (£),,18.97
2013,Annual survey of hours and earnings (ASHE),Male,50 to 59,,,,,,Undefined,Units,GBP (£),,18.62
2013,Annual survey of hours and earnings (ASHE),Male,60 and over,,,,,,Undefined,Units,GBP (£),,16.01
2013,Annual survey of hours and earnings (ASHE),Male,18 to 21,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,10.84
2013,Annual survey of hours and earnings (ASHE),Male,22 to 29,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,14.77
2013,Annual survey of hours and earnings (ASHE),Male,30 to 39,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,24.41
2013,Annual survey of hours and earnings (ASHE),Male,40 to 49,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,28.48
2013,Annual survey of hours and earnings (ASHE),Male,50 to 59,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,29.81
2013,Annual survey of hours and earnings (ASHE),Male,60 and over,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,25.58
2013,Annual survey of hours and earnings (ASHE),Male,18 to 21,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,9.17
2013,Annual survey of hours and earnings (ASHE),Male,22 to 29,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,15.95
2013,Annual survey of hours and earnings (ASHE),Male,30 to 39,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,26.01
